customer_id,order_size_variability,total_orders,total_sales,average_order_value,total_profit,average_profit_per_order,purchase_consistency,engagement_score,loyalty_status,shipping_mode_preference,promotion_response,churn_risk,recency,recency_score,frequency_score,monetary_score,rfm_score,segment,product_diversity,category_preference,first_purchase_date,last_purchase_date,customer_tenure,cross_buy_index,region_preference,customer_segment,state_preference,city_preference
CS-12400,248.64641715267894,9,3651.8585000000003,405.7620555555556,-342.80330000000004,-38.08925555555556,91 days,0.5294117647058824,Regular,Standard Class,0.6428571428571429,Low,2,4,4,3,443,Loyal Customers,3,Office Supplies,2014-09-26,2017-12-28,1189,7,South,Home Office,Florida,Tampa
CS-12460,108.62784994650313,2,550.644,275.322,156.2593,78.12965,30 days,0.11764705882352941,New,Standard Class,0.3333333333333333,Low,27,4,1,1,411,Loyal Customers,3,Office Supplies,2017-07-03,2017-12-03,153,4,East,Consumer,New York,New York City
CS-12490,182.85996038506565,4,1077.2285,269.307125,-302.8761,-75.719025,82 days,0.23529411764705882,Regular,Standard Class,0.7777777777777778,High,424,1,1,1,111,At Risk,3,Office Supplies,2015-01-12,2016-11-01,659,6,East,Corporate,Ohio,Toledo
CS-12505,1460.0294687229773,6,5690.054999999999,948.3424999999999,-6626.389499999999,-1104.39825,164 days,0.35294117647058826,Regular,Standard Class,0.4444444444444444,Low,58,3,2,4,324,Big Spenders,2,Office Supplies,2014-03-26,2017-11-02,1317,7,West,Consumer,California,Lancaster
CT-11995,219.84491737886566,8,3241.898,405.23725,161.22629999999995,20.153287499999994,72 days,0.47058823529411764,Regular,Standard Class,0.5555555555555556,Low,96,2,3,3,233,Others,3,Office Supplies,2014-05-07,2017-09-25,1237,11,Central,Consumer,Arizona,Tucson
CV-12295,318.4357128750737,5,2830.6279999999997,566.1256,493.0861,98.61722,93 days,0.29411764705882354,Regular,Standard Class,0.38461538461538464,High,254,1,1,3,113,Others,3,Office Supplies,2014-03-28,2017-04-20,1119,10,Central,Consumer,California,Fresno
CV-12805,197.64714641086852,9,2370.3136,263.36817777777776,98.99749999999999,10.999722222222221,33 days,0.5294117647058824,Regular,Standard Class,0.7368421052631579,Low,5,4,4,3,443,Loyal Customers,3,Office Supplies,2016-05-09,2017-12-25,595,11,Central,Corporate,Texas,Austin
CW-11905,183.14613856500696,6,1136.592,189.43200000000002,370.8298,61.804966666666665,127 days,0.35294117647058826,Regular,Second Class,0.45454545454545453,Low,22,4,2,1,421,Loyal Customers,2,Office Supplies,2014-06-09,2017-12-08,1278,8,West,Home Office,California,Huntsville
CY-12745,309.7159664212005,8,2900.026,362.50325,60.64670000000001,7.580837500000001,105 days,0.47058823529411764,Regular,Standard Class,0.7272727272727273,Low,60,3,3,3,333,Others,3,Office Supplies,2014-12-12,2017-10-31,1054,7,West,Corporate,California,Chicago
Co-12640,227.44184238173938,5,1300.076,260.0152,205.62820000000002,41.125640000000004,105 days,0.29411764705882354,Regular,Standard Class,0.625,High,549,1,1,2,112,Others,3,Office Supplies,2014-06-20,2016-06-29,740,7,Central,Consumer,Illinois,Lawton
DA-13450,14.952041236662541,4,156.76,39.19,56.7904,14.1976,141 days,0.23529411764705882,Regular,Standard Class,0.625,High,352,1,1,1,111,At Risk,3,Office Supplies,2014-04-25,2017-01-12,993,6,East,Home Office,Ohio,Lancaster
DB-12910,296.636375188227,8,2171.599,271.449875,431.3748,53.92185,103 days,0.47058823529411764,Regular,Standard Class,0.4166666666666667,Low,21,4,3,2,432,Loyal Customers,3,Office Supplies,2014-10-24,2017-12-09,1142,7,South,Home Office,California,Lake Forest
DB-12970,279.70845069786424,5,2839.2272,567.8454399999999,213.00289999999998,42.600579999999994,69 days,0.29411764705882354,Regular,Second Class,0.7857142857142857,High,241,1,1,3,113,Others,3,Office Supplies,2014-11-12,2017-05-03,903,9,West,Corporate,California,Los Angeles
DB-13060,399.5820565561485,7,4531.646,647.3779999999999,473.0272,67.57531428571428,115 days,0.4117647058823529,Regular,Standard Class,0.6153846153846154,Low,16,4,3,4,434,Loyal Customers,3,Office Supplies,2014-03-01,2017-12-14,1384,8,Central,Consumer,Illinois,Skokie
DB-13120,431.41798665221984,7,2973.094,424.7277142857143,-1421.7692,-203.1098857142857,71 days,0.4117647058823529,Regular,Standard Class,0.42857142857142855,Low,48,3,3,3,333,Others,3,Office Supplies,2015-05-01,2017-11-12,926,10,East,Corporate,California,Rochester
DB-13210,190.02857764923272,10,2332.577,233.25770000000003,169.9679,16.996789999999997,50 days,0.5882352941176471,Regular,Standard Class,0.6190476190476191,Low,9,4,4,3,443,Loyal Customers,3,Office Supplies,2015-03-22,2017-12-21,1005,9,Central,Consumer,Michigan,Detroit
DB-13270,579.1271701788911,8,4655.897,581.987125,841.8263999999999,105.22829999999999,114 days,0.47058823529411764,Regular,Standard Class,0.5384615384615384,Low,53,3,3,4,334,Big Spenders,3,Office Supplies,2014-02-04,2017-11-07,1372,9,East,Home Office,California,Providence
DB-13360,153.65203826525263,5,1081.466,216.29319999999998,291.0085,58.2017,174 days,0.29411764705882354,Regular,Standard Class,0.5,High,264,1,1,1,111,At Risk,3,Office Supplies,2014-11-19,2017-04-10,873,5,East,Home Office,Connecticut,Waterbury
DB-13405,159.5666275420486,4,1711.692,427.923,438.9092,109.7273,52 days,0.23529411764705882,Regular,Second Class,0.14285714285714285,High,187,1,1,2,112,Others,3,Office Supplies,2015-08-08,2017-06-26,688,8,East,Consumer,New York,New York City
DB-13555,359.80292899249076,7,3908.8028,558.4004,109.32700000000001,15.618142857142859,95 days,0.4117647058823529,Regular,Standard Class,0.5,Low,107,2,3,4,234,Big Spenders,3,Office Supplies,2014-04-21,2017-09-14,1242,10,South,Corporate,Delaware,Newark
DB-13615,291.8694213325853,7,1989.05,284.15,438.80119999999994,62.6858857142857,115 days,0.4117647058823529,Regular,Standard Class,0.7272727272727273,Low,33,3,3,2,332,Others,2,Office Supplies,2014-09-30,2017-11-27,1154,6,West,Consumer,California,Los Angeles
DB-13660,182.49489347485866,7,1155.202,165.02885714285713,177.67350000000002,25.381928571428574,142 days,0.4117647058823529,Regular,Standard Class,0.5,Low,12,4,3,2,432,Loyal Customers,3,Office Supplies,2014-06-17,2017-12-18,1280,6,East,Consumer,California,Los Angeles
DC-12850,390.15788490630155,8,3323.688,415.461,-1447.2472999999998,-180.90591249999997,77 days,0.47058823529411764,Regular,Standard Class,0.8823529411764706,Low,37,3,3,3,333,Others,3,Office Supplies,2014-07-05,2017-11-23,1237,12,South,Consumer,Tennessee,Memphis
DC-13285,155.09394889857046,5,1174.618,234.9236,132.06820000000002,26.413640000000004,179 days,0.29411764705882354,Regular,Standard Class,0.42857142857142855,Low,23,4,1,2,412,Loyal Customers,3,Office Supplies,2014-12-29,2017-12-07,1074,5,South,Consumer,Florida,Cottage Grove
DD-13570,26.344005601106126,6,269.542,44.92366666666666,36.4344,6.072399999999999,166 days,0.35294117647058826,Regular,Standard Class,0.5555555555555556,Low,41,3,2,1,321,Others,2,Office Supplies,2014-03-31,2017-11-19,1329,7,Central,Consumer,California,Los Angeles
DE-13255,520.3199414415882,5,2550.874,510.17479999999995,464.47139999999996,92.89428,63 days,0.29411764705882354,Regular,Second Class,0.4444444444444444,High,719,1,1,3,113,Others,3,Office Supplies,2014-08-22,2016-01-11,507,7,East,Home Office,Ohio,Los Angeles
DF-13135,559.9362490175705,3,2390.534,796.8446666666667,-259.3097,-86.43656666666668,96 days,0.17647058823529413,New,Standard Class,0.6666666666666666,High,700,1,1,3,113,Others,3,Office Supplies,2014-10-04,2016-01-30,483,5,Central,Consumer,Illinois,Rockford
DG-13300,665.8442235984008,5,3195.818,639.1636000000001,562.7761,112.55522,160 days,0.29411764705882354,Regular,Standard Class,0.5,Low,32,3,1,3,313,Others,3,Office Supplies,2014-11-01,2017-11-28,1123,6,East,Corporate,Pennsylvania,Philadelphia
DH-13075,316.056533306106,5,3956.582,791.3163999999999,847.4561,169.49122,47 days,0.29411764705882354,Regular,First Class,0.3157894736842105,High,277,1,1,4,114,Big Spenders,3,Office Supplies,2014-11-21,2017-03-28,858,10,West,Corporate,California,Fairfield
DH-13675,124.14203638208497,4,1043.096,260.774,116.667,29.16675,46 days,0.23529411764705882,Regular,Standard Class,0.6363636363636364,High,776,1,1,1,111,At Risk,3,Office Supplies,2014-08-12,2015-11-15,460,8,South,Home Office,Florida,Miami
DJ-13420,606.4336651934818,4,2012.52,503.13,483.03499999999997,120.75874999999999,120 days,0.23529411764705882,Regular,Second Class,0.0,High,637,1,1,2,112,Others,2,Furniture,2014-12-08,2016-04-02,481,3,West,Corporate,California,San Francisco
DJ-13510,432.8203819531869,8,2501.6879999999996,312.71099999999996,345.2521,43.1565125,98 days,0.47058823529411764,Regular,Standard Class,0.3076923076923077,Low,48,3,3,3,333,Others,3,Office Supplies,2014-08-17,2017-11-12,1183,8,South,Corporate,Arkansas,Little Rock
DJ-13630,645.2463253420024,3,3356.398,1118.7993333333334,731.5644,243.85479999999998,105 days,0.17647058823529413,New,Standard Class,0.375,Low,12,4,1,3,413,Loyal Customers,3,Office Supplies,2015-12-14,2017-12-18,735,6,East,Consumer,New York,New York City
DK-12835,206.73595402239513,12,3256.48,271.37333333333333,881.1228000000001,73.4269,52 days,0.7058823529411765,VIP,Second Class,0.5555555555555556,Low,21,4,4,3,443,Loyal Customers,3,Office Supplies,2014-03-26,2017-12-09,1354,10,West,Corporate,California,Springfield
DK-12895,256.7430376824268,5,4282.176,856.4352000000001,937.6496,187.52992,70 days,0.29411764705882354,Regular,Standard Class,0.4,Low,45,3,1,4,314,Big Spenders,3,Office Supplies,2015-03-08,2017-11-15,983,10,Central,Consumer,Washington,Seattle
DK-12985,205.79780771288253,5,1687.04,337.408,-107.35379999999998,-21.470759999999995,160 days,0.29411764705882354,Regular,Standard Class,0.625,Low,7,4,1,2,412,Loyal Customers,2,Office Supplies,2014-11-24,2017-12-23,1125,7,South,Consumer,Tennessee,Hendersonville
DK-13090,332.6218646922258,7,2650.557,378.65099999999995,536.3935,76.62764285714286,82 days,0.4117647058823529,Regular,Standard Class,0.46153846153846156,Low,42,3,3,3,333,Others,3,Office Supplies,2015-03-02,2017-11-18,992,9,East,Consumer,Florida,Clinton
DK-13150,174.94070827797628,2,797.832,398.916,249.9447,124.97235,277 days,0.11764705882352941,New,Standard Class,0.6,Low,10,4,1,1,411,Loyal Customers,2,Office Supplies,2014-12-05,2017-12-20,1111,4,East,Corporate,New York,New York City
DK-13225,367.91629203549303,9,4802.394,533.5993333333333,209.89940000000004,23.32215555555556,76 days,0.5294117647058824,Regular,Standard Class,0.5789473684210527,Low,10,4,4,4,444,Champions,3,Office Supplies,2014-03-14,2017-12-20,1377,13,East,Corporate,California,Philadelphia
DK-13375,229.32778995220716,8,3318.486,414.81075,377.0799,47.1349875,54 days,0.47058823529411764,Regular,Second Class,0.34782608695652173,Low,19,4,3,3,433,Loyal Customers,3,Office Supplies,2014-09-07,2017-12-11,1191,11,West,Consumer,Washington,Seattle
DL-12865,169.05685199539653,8,1503.112,187.889,322.2449,40.2806125,90 days,0.47058823529411764,Regular,Standard Class,0.5714285714285714,Low,100,2,3,2,232,Others,3,Office Supplies,2014-06-29,2017-09-21,1180,9,West,Consumer,California,Long Beach
DL-12925,343.37514268389725,6,3272.2,545.3666666666667,4.213200000000029,0.7022000000000048,88 days,0.35294117647058826,Regular,Standard Class,0.07142857142857142,Low,57,3,2,3,323,Others,3,Office Supplies,2014-09-09,2017-11-03,1151,8,Central,Consumer,Minnesota,Eagan
DL-13315,96.42775999283243,8,1458.258,182.28225,288.8732,36.10915,88 days,0.47058823529411764,Regular,Second Class,0.5294117647058824,Low,22,4,3,2,432,Loyal Customers,3,Office Supplies,2014-01-16,2017-12-08,1422,9,East,Consumer,New York,New York City
DL-13330,131.9725127343894,4,585.02,146.255,222.6812,55.6703,175 days,0.23529411764705882,Regular,Second Class,0.25,Low,57,3,1,1,311,Others,3,Office Supplies,2014-06-23,2017-11-03,1229,6,Central,Consumer,Indiana,Lawrence
DL-13495,528.2874877475676,8,3539.322,442.41525,-52.78799999999997,-6.598499999999996,60 days,0.47058823529411764,Regular,Standard Class,0.25,Low,76,2,3,3,233,Others,3,Office Supplies,2015-12-25,2017-10-15,660,10,West,Corporate,Michigan,Detroit
DM-12955,250.96279367667233,7,1322.034,188.86200000000002,108.7583,15.536900000000001,134 days,0.4117647058823529,Regular,Standard Class,0.7777777777777778,Low,114,2,3,2,232,Others,2,Office Supplies,2014-09-30,2017-09-07,1073,6,Central,Corporate,Arizona,Houston
DM-13015,636.6190872022606,7,6345.103,906.4432857142857,1677.3931,239.62758571428571,60 days,0.4117647058823529,Regular,Second Class,0.7,Low,57,3,3,4,334,Big Spenders,3,Office Supplies,2014-09-14,2017-11-03,1146,8,East,Consumer,New York,New York City
DM-13345,725.9570945538563,8,4074.4719999999998,509.30899999999997,1319.0586,164.882325,94 days,0.47058823529411764,Regular,Standard Class,0.46153846153846156,Low,22,4,3,4,434,Loyal Customers,3,Office Supplies,2014-11-03,2017-12-08,1131,9,East,Corporate,California,San Francisco
DM-13525,236.9813465743196,3,1376.792,458.93066666666664,199.7688,66.5896,88 days,0.17647058823529413,New,Second Class,0.6,High,481,1,1,2,112,Others,3,Office Supplies,2014-07-05,2016-09-05,793,6,East,Corporate,New York,New York City
DN-13690,265.02711658517995,7,2139.79,305.6842857142857,540.5405000000001,77.22007142857144,98 days,0.4117647058823529,Regular,Standard Class,0.09090909090909091,High,217,1,3,2,132,Others,3,Furniture,2014-09-20,2017-05-27,980,7,West,Consumer,California,Columbia
DO-13435,108.86456645220666,9,1300.0315,144.44794444444446,-38.90860000000001,-4.3231777777777785,87 days,0.5294117647058824,Regular,Standard Class,0.6923076923076923,Low,133,2,4,2,242,Potential Loyalists,3,Office Supplies,2014-10-03,2017-08-19,1051,9,West,Consumer,Ohio,Columbus
DO-13645,112.00948835555283,7,1267.316,181.04514285714285,294.0676,42.009657142857144,75 days,0.4117647058823529,Regular,Standard Class,0.45454545454545453,Low,26,4,3,2,432,Loyal Customers,3,Office Supplies,2015-11-07,2017-12-04,758,6,East,Consumer,New Jersey,Paterson
DP-13000,86.9592649763974,9,1050.636,116.73733333333332,241.4524,26.828044444444444,83 days,0.5294117647058824,Regular,Standard Class,0.5294117647058824,Low,126,2,4,1,241,Potential Loyalists,3,Office Supplies,2014-01-03,2017-08-26,1331,8,Central,Consumer,Indiana,New Albany
DP-13105,267.6232001742273,8,2215.002,276.87525,563.1761,70.3970125,65 days,0.47058823529411764,Regular,Standard Class,0.5714285714285714,Low,6,4,3,2,432,Loyal Customers,3,Office Supplies,2015-08-22,2017-12-24,855,8,West,Corporate,California,Hempstead
DP-13165,415.44555350932166,2,1058.616,529.308,-40.93759999999999,-20.468799999999995,104 days,0.11764705882352941,New,First Class,0.75,High,812,1,1,1,111,At Risk,3,Office Supplies,2014-12-02,2015-10-10,312,4,East,Consumer,New York,New York City
DP-13390,1240.9350090292235,8,5446.9839999999995,680.8729999999999,1556.3114,194.538925,75 days,0.47058823529411764,Regular,Standard Class,0.5384615384615384,High,363,1,3,4,134,Big Spenders,2,Office Supplies,2014-07-05,2017-01-01,911,7,West,Home Office,California,North Las Vegas
DR-12880,296.42485078565375,9,6528.034000000001,725.3371111111112,1641.8613,182.42903333333334,35 days,0.5294117647058824,Regular,Standard Class,0.5416666666666666,Low,3,4,4,4,444,Champions,3,Office Supplies,2015-09-25,2017-12-27,824,13,East,Corporate,California,Inglewood
DR-12940,1458.8902634649287,8,8350.868,1043.8585,2869.0759999999996,358.63449999999995,110 days,0.47058823529411764,Regular,Standard Class,0.38461538461538464,Low,50,3,3,4,334,Big Spenders,3,Office Supplies,2014-03-28,2017-11-10,1323,6,East,Home Office,Massachusetts,Franklin
DS-13030,78.65360632296645,4,1762.213,440.55325,193.3319,48.332975,65 days,0.23529411764705882,Regular,Standard Class,0.5789473684210527,Low,93,2,1,2,212,Others,3,Office Supplies,2014-07-09,2017-09-28,1177,10,West,Home Office,Colorado,Aurora
DS-13180,188.48381484328095,9,2881.8128,320.2014222222222,163.6993,18.18881111111111,69 days,0.5294117647058824,Regular,Standard Class,0.55,Low,23,4,4,3,443,Loyal Customers,3,Office Supplies,2014-04-28,2017-12-07,1319,11,Central,Corporate,Pennsylvania,Philadelphia
DV-13045,231.34622699106205,5,1119.483,223.89659999999998,-427.184,-85.4368,68 days,0.29411764705882354,Regular,Standard Class,0.6666666666666666,Low,19,4,1,1,411,Loyal Customers,3,Furniture,2016-06-12,2017-12-11,547,7,South,Corporate,Florida,Jacksonville
DV-13465,253.2717072538239,6,3341.587,556.9311666666666,353.2127,58.86878333333333,89 days,0.35294117647058826,Regular,Standard Class,0.4,Low,29,4,2,3,423,Loyal Customers,2,Office Supplies,2014-06-22,2017-12-01,1258,9,West,Consumer,New York,Denver
DW-13195,118.12833579322863,6,1080.751,180.12516666666667,-86.87379999999999,-14.478966666666665,171 days,0.35294117647058826,Regular,Standard Class,0.7777777777777778,Low,69,3,2,1,321,Others,3,Furniture,2014-01-18,2017-10-22,1373,8,West,Corporate,Texas,Houston
DW-13480,675.5987625230606,5,5271.628,1054.3256,1348.7556,269.75112,109 days,0.29411764705882354,Regular,Second Class,0.18181818181818182,High,217,1,1,4,114,Big Spenders,3,Office Supplies,2014-06-01,2017-05-27,1091,8,Central,Home Office,Minnesota,Lakeville
DW-13540,42.494470876940106,5,344.08,68.816,69.6672,13.93344,71 days,0.29411764705882354,Regular,Second Class,0.6666666666666666,Low,98,2,1,1,211,Others,2,Office Supplies,2016-02-27,2017-09-23,574,7,Central,Consumer,Texas,Seattle
DW-13585,144.4894739758652,7,1204.854,172.122,-266.8966,-38.12808571428571,109 days,0.4117647058823529,Regular,Standard Class,0.6,High,242,1,3,2,132,Others,3,Office Supplies,2014-08-24,2017-05-02,982,7,East,Corporate,Ohio,Columbus
Dl-13600,261.39603542339097,5,755.602,151.1204,175.2388,35.04776,250 days,0.29411764705882354,Regular,Standard Class,0.6666666666666666,Low,119,2,1,1,211,Others,2,Office Supplies,2014-03-30,2017-09-02,1252,6,West,Corporate,Washington,Seattle
Dp-13240,588.1165632436752,11,7198.7609999999995,654.4328181818181,333.36479999999995,30.305890909090905,43 days,0.6470588235294118,VIP,Standard Class,0.4827586206896552,Low,84,2,4,4,244,Potential Loyalists,3,Office Supplies,2014-05-26,2017-10-07,1230,12,South,Home Office,Tennessee,Knoxville
EA-14035,157.7036018416616,13,2846.705,218.97730769230768,-52.74059999999998,-4.056969230769229,43 days,0.7647058823529411,VIP,Standard Class,0.76,Low,152,2,4,3,243,Potential Loyalists,3,Office Supplies,2014-09-13,2017-07-31,1052,12,East,Corporate,Ohio,Columbus
EB-13705,380.8382385293677,9,3644.978,404.99755555555555,13.621500000000005,1.5135000000000005,111 days,0.5294117647058824,Regular,Standard Class,1.0,Low,48,3,4,3,343,Potential Loyalists,3,Office Supplies,2014-07-08,2017-11-12,1223,7,Central,Corporate,California,Akron
EB-13750,353.0010366195781,9,2733.0939999999996,303.67711111111106,-91.38960000000002,-10.154400000000003,58 days,0.5294117647058824,Regular,Standard Class,0.6111111111111112,Low,35,3,4,3,343,Potential Loyalists,3,Office Supplies,2015-03-12,2017-11-25,989,9,East,Corporate,New York,New York City
EB-13840,1159.818330625472,5,4358.128,871.6256,656.1988,131.23976,174 days,0.29411764705882354,Regular,Standard Class,0.375,Low,90,2,1,4,214,Big Spenders,2,Office Supplies,2014-05-30,2017-10-01,1220,6,West,Corporate,Washington,Seattle
EB-13870,328.2324763469553,10,2767.219,276.7219,261.5315,26.15315,123 days,0.5882352941176471,Regular,Standard Class,0.9090909090909091,Low,100,2,4,3,243,Potential Loyalists,3,Furniture,2014-05-05,2017-09-21,1235,6,West,Consumer,Arizona,Philadelphia
EB-13930,181.96702758781018,5,944.6000000000001,188.92000000000002,0.6042000000000058,0.12084000000000117,211 days,0.29411764705882354,Regular,Standard Class,0.42857142857142855,Low,161,2,1,1,211,Others,3,Office Supplies,2014-02-02,2017-07-22,1266,6,South,Consumer,California,Saint Petersburg
EB-13975,415.1821066531729,4,1643.255,410.81375,162.8781,40.719525,145 days,0.23529411764705882,Regular,Standard Class,1.0,Low,0,4,1,2,412,Loyal Customers,2,Office Supplies,2016-01-04,2017-12-30,726,4,South,Corporate,California,Fairfield
EB-14110,346.7811212673178,6,3071.126,511.8543333333334,184.7656,30.79426666666667,87 days,0.35294117647058826,Regular,Standard Class,0.8181818181818182,Low,113,2,2,3,223,Others,3,Furniture,2015-04-13,2017-09-08,879,9,East,Consumer,California,Philadelphia
EB-14170,306.70091763770375,6,1186.326,197.721,282.1701,47.028349999999996,184 days,0.35294117647058826,Regular,Standard Class,0.8571428571428571,Low,82,2,2,2,222,Others,2,Office Supplies,2014-09-29,2017-10-09,1106,5,Central,Consumer,Texas,Seattle
EC-14050,82.78277326778056,5,461.914,92.3828,96.4256,19.28512,176 days,0.29411764705882354,Regular,Standard Class,0.14285714285714285,Low,53,3,1,1,311,Others,3,Office Supplies,2014-12-17,2017-11-07,1056,5,East,Consumer,California,Columbus
ED-13885,692.2827312286236,8,3484.92,435.615,670.4435000000001,83.80543750000001,84 days,0.47058823529411764,Regular,Standard Class,0.7142857142857143,Low,135,2,3,3,233,Others,3,Office Supplies,2014-08-09,2017-08-17,1104,9,Central,Home Office,Texas,Houston
EG-13900,180.08339406909354,5,1832.02,366.404,104.2656,20.85312,95 days,0.29411764705882354,Regular,First Class,0.5555555555555556,Low,22,4,1,2,412,Loyal Customers,3,Office Supplies,2015-11-02,2017-12-08,767,8,East,Consumer,New York,Oceanside
EH-13765,877.5985509093514,12,10310.880000000001,859.2400000000001,1393.5154,116.12628333333333,39 days,0.7058823529411765,VIP,Standard Class,0.375,Low,135,2,4,4,244,Potential Loyalists,2,Office Supplies,2014-04-12,2017-08-17,1223,11,East,Corporate,Washington,Seattle
EH-13945,34.794120022176834,8,684.1709999999999,85.52137499999999,53.53980000000001,6.692475000000001,66 days,0.47058823529411764,Regular,Standard Class,0.7058823529411765,High,217,1,3,1,131,Others,3,Office Supplies,2014-07-02,2017-05-27,1060,9,Central,Consumer,Texas,Houston
EH-13990,109.95966962709555,6,825.9499999999999,137.65833333333333,150.3759,25.06265,148 days,0.35294117647058826,Regular,Standard Class,0.375,High,405,1,2,1,121,Others,3,Office Supplies,2014-01-15,2016-11-20,1040,6,East,Consumer,Connecticut,Meriden
EH-14005,119.07470607922802,7,1219.53,174.21857142857144,-94.14079999999997,-13.44868571428571,132 days,0.4117647058823529,Regular,Standard Class,0.5454545454545454,Low,2,4,3,2,432,Loyal Customers,3,Office Supplies,2014-05-13,2017-12-28,1325,8,South,Home Office,Arkansas,Hialeah
EH-14125,233.92864513030463,10,3082.653,308.26529999999997,96.27019999999999,9.627019999999998,59 days,0.5882352941176471,Regular,Standard Class,0.5,Low,152,2,4,3,243,Potential Loyalists,3,Office Supplies,2014-10-19,2017-07-31,1016,9,East,Home Office,California,San Francisco
EH-14185,229.00065544855252,5,742.954,148.5908,195.5297,39.10594,211 days,0.29411764705882354,Regular,Standard Class,1.0,Low,105,2,1,1,211,Others,2,Office Supplies,2014-10-25,2017-09-16,1057,3,East,Consumer,Pennsylvania,Philadelphia
EJ-13720,347.39554802713207,4,2162.174,540.5435,387.0176,96.7544,161 days,0.23529411764705882,Regular,Standard Class,0.625,High,302,1,1,2,112,Others,3,Office Supplies,2014-01-27,2017-03-03,1131,7,West,Consumer,California,San Diego
EJ-14155,309.49550585241025,5,2656.691,531.3381999999999,451.87550000000005,90.3751,191 days,0.29411764705882354,Regular,Second Class,0.25,Low,57,3,1,3,313,Others,3,Furniture,2014-03-03,2017-11-03,1341,7,East,Consumer,Massachusetts,Franklin
EK-13795,581.8350518039169,4,1303.478,325.8695,97.10659999999999,24.276649999999997,446 days,0.23529411764705882,Regular,Standard Class,0.5,Low,44,3,1,2,312,Others,3,Office Supplies,2014-03-18,2017-11-16,1339,3,West,Home Office,California,Chicago
EL-13735,34.619948006893374,2,124.28,62.14,27.1154,13.5577,540 days,0.11764705882352941,New,Standard Class,0.0,Low,77,2,1,1,211,Others,2,Furniture,2016-04-22,2017-10-14,540,2,Central,Home Office,Maryland,Columbia
EM-13810,496.09554126657036,5,2567.0099999999998,513.4019999999999,-133.8275,-26.765499999999996,134 days,0.29411764705882354,Regular,Same Day,0.5714285714285714,Low,132,2,1,3,213,Others,3,Furniture,2015-06-07,2017-08-20,805,5,East,Corporate,California,New York City
EM-13825,164.20313519048085,8,2339.598,292.44975,682.5541999999999,85.31927499999999,71 days,0.47058823529411764,Regular,Standard Class,0.1875,Low,55,3,3,3,333,Others,3,Office Supplies,2014-12-02,2017-11-05,1069,9,Central,Corporate,South Dakota,Sioux Falls
EM-13960,215.62054760218624,5,933.704,186.74079999999998,102.29599999999999,20.4592,134 days,0.29411764705882354,Regular,Standard Class,0.6666666666666666,Low,151,2,1,1,211,Others,2,Office Supplies,2015-10-01,2017-08-01,670,5,Central,Consumer,Illinois,Quincy
EM-14065,60.27823397213955,4,228.99,57.2475,40.15459999999999,10.038649999999997,242 days,0.23529411764705882,Regular,Second Class,0.5,Low,47,3,1,1,311,Others,3,Office Supplies,2014-07-22,2017-11-13,1210,6,East,Consumer,New York,New York City
EM-14095,166.9375727162702,4,1041.0420000000001,260.26050000000004,240.2362,60.05905,84 days,0.23529411764705882,Regular,Second Class,0.5,Low,113,2,1,1,211,Others,2,Office Supplies,2015-08-07,2017-09-08,763,7,West,Corporate,California,Los Angeles
EM-14140,357.5546868565629,6,3916.452,652.7420000000001,1268.9667,211.49445,63 days,0.35294117647058826,Regular,Standard Class,0.3,Low,48,3,2,4,324,Big Spenders,3,Office Supplies,2014-07-19,2017-11-12,1212,11,Central,Home Office,Wisconsin,Superior
EM-14200,139.3078737317696,3,366.822,122.274,21.7721,7.257366666666666,194 days,0.17647058823529413,New,Standard Class,0.5,Low,158,2,1,1,211,Others,3,Office Supplies,2015-12-20,2017-07-25,583,4,South,Home Office,Virginia,Virginia Beach
EN-13780,420.52942172575746,4,2199.366,549.8415,496.1131,124.028275,82 days,0.23529411764705882,Regular,Same Day,0.2222222222222222,High,287,1,1,2,112,Others,3,Office Supplies,2015-05-30,2017-03-18,658,8,East,Consumer,New York,New York City
EP-13915,256.8962059571786,17,5478.0608,322.23887058823533,144.9578,8.526929411764705,42 days,1.0,VIP,Standard Class,0.5161290322580645,Low,12,4,4,4,444,Champions,3,Office Supplies,2014-07-06,2017-12-18,1261,11,Central,Consumer,California,Houston
ER-13855,354.8591718369415,3,1245.788,415.2626666666667,-295.7398,-98.57993333333333,79 days,0.17647058823529413,New,Second Class,0.8,High,421,1,1,2,112,Others,2,Office Supplies,2015-12-21,2016-11-04,319,4,South,Corporate,North Carolina,Charlotte
ES-14020,784.1193912211783,5,3510.4579999999996,702.0916,1003.2935,200.6587,165 days,0.29411764705882354,Regular,Standard Class,0.625,Low,40,3,1,3,313,Others,3,Office Supplies,2014-09-20,2017-11-20,1157,6,West,Consumer,California,Los Angeles
ES-14080,340.87905443791095,9,4657.924,517.5471111111111,246.6661,27.407344444444444,60 days,0.5294117647058824,Regular,Standard Class,0.9,Low,28,4,4,4,444,Champions,3,Office Supplies,2014-10-02,2017-12-02,1157,10,West,Corporate,Arizona,Tempe
FA-14230,232.79725667387567,7,2984.054,426.2934285714286,520.5229,74.3604142857143,68 days,0.4117647058823529,Regular,Standard Class,0.8823529411764706,Low,97,2,3,3,233,Others,3,Technology,2014-09-19,2017-09-24,1101,10,West,Corporate,California,Denver
